"MeasureReport.group.stratifier.modifierExtension","MeasureReport.group.stratifier.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.stratifier.linkId","MeasureReport.group.stratifier.linkId","","","",0,1,"","","","string {[]} {[]}
","Pointer to specific stratifier from Measure","The stratifier from the Measure that corresponds to this stratifier in the MeasureReport resource.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.linkId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"MeasureReport.group.stratifier.code","MeasureReport.group.stratifier.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","What stratifier of the group","The meaning of this stratifier, as defined in the measure definition.","","","","","","","","","",,"example","Meaning of the stratifier.","http://hl7.org/fhir/ValueSet/measure-stratifier-example","",,,,"MeasureReport.group.stratifier.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","code"
"MeasureReport.group.stratifier.stratum","MeasureReport.group.stratifier.stratum","","","",0,*,"","","","BackboneElement {[]} {[]}
","Stratum results, one for each unique value, or set of values, in the stratifier, or stratifier components","This element contains the results for a single stratum within the stratifier. For example, when stratifying on administrative gender, there will be four strata, one for each possible gender value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum",0,*,"mrp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.stratifier.stratum.id","MeasureReport.group.stratifier.stratum.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.stratifier.stratum.extension","MeasureReport.group.stratifier.stratum.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MeasureReport.group.stratifier.stratum.modifierExtension","MeasureReport.group.stratifier.stratum.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.stratifier.stratum.value[x]","MeasureReport.group.stratifier.stratum.value[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
boolean {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Reference {[]} {[]}","The stratum value, e.g. male","The value for this stratum, expressed as a CodeableConcept. When defining stratifiers on complex values, the value must be rendered such that the value for each stratum within the stratifier is unique.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/measurereport-stratifier-value-example","",,,,"MeasureReport.group.stratifier.stratum.value[x]",0,1,"mrp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP].value"
"MeasureReport.group.stratifier.stratum.component","MeasureReport.group.stratifier.stratum.component","","","",0,*,"","","","BackboneElement {[]} {[]}
","Stratifier component values","A stratifier component value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.component",0,*,"mrp-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.stratifier.stratum.component.id","MeasureReport.group.stratifier.stratum.component.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.stratifier.stratum.component.extension","MeasureReport.group.stratifier.stratum.component.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MeasureReport.group.stratifier.stratum.component.modifierExtension","MeasureReport.group.stratifier.stratum.component.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.stratifier.stratum.component.linkId","MeasureReport.group.stratifier.stratum.component.linkId","","","",0,1,"","","","string {[]} {[]}
","Pointer to specific stratifier component from Measure","The stratifier component from the Measure that corresponds to this stratifier component in the MeasureReport resource.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.component.linkId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"MeasureReport.group.stratifier.stratum.component.code","MeasureReport.group.stratifier.stratum.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","What stratifier component of the group","The code for the stratum component value.","","","","","","","","","",,"example","Meaning of the stratifier.","http://hl7.org/fhir/ValueSet/measure-stratifier-example","",,,,"MeasureReport.group.stratifier.stratum.component.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","code"
"MeasureReport.group.stratifier.stratum.component.value[x]","MeasureReport.group.stratifier.stratum.component.value[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
boolean {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Reference {[]} {[]}","The stratum component value, e.g. male","The stratum component value.","","","","","","","","","",,"example","","http://hl7.org/fhir/ValueSet/measurereport-stratifier-value-example","",,,,"MeasureReport.group.stratifier.stratum.component.value[x]",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP].value"
"MeasureReport.group.stratifier.stratum.population","MeasureReport.group.stratifier.stratum.population","","","",0,*,"","","","BackboneElement {[]} {[]}
","Population results in this stratum","The populations that make up the stratum, one for each type of population appropriate to the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=COMP]"
"MeasureReport.group.stratifier.stratum.population.id","MeasureReport.group.stratifier.stratum.population.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"MeasureReport.group.stratifier.stratum.population.extension","MeasureReport.group.stratifier.stratum.population.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"MeasureReport.group.stratifier.stratum.population.modifierExtension","MeasureReport.group.stratifier.stratum.population.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"MeasureReport.group.stratifier.stratum.population.linkId","MeasureReport.group.stratifier.stratum.population.linkId","","","",0,1,"","","","string {[]} {[]}
","Pointer to specific population from Measure","The population from the Measure that corresponds to this population in the MeasureReport resource.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.linkId",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".outboundRelationship[typeCode=DEFN].target[classCode=OBS, moodCode=DEFN].id"
"MeasureReport.group.stratifier.stratum.population.code","MeasureReport.group.stratifier.stratum.population.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","initial-population | numerator | numerator-exclusion | denominator | denominator-exclusion | denominator-exception | measure-population | measure-population-exclusion | measure-observation","The type of the population.","","","","","","","","","",,"extensible","The type of population (e.g. initial, numerator, denominator, etc.).","http://hl7.org/fhir/ValueSet/measure-population","",,,,"MeasureReport.group.stratifier.stratum.population.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","code"
"MeasureReport.group.stratifier.stratum.population.count","MeasureReport.group.stratifier.stratum.population.count","","","",0,1,"","","","integer {[]} {[]}
","Size of the population","The number of members of the population in this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","value"
"MeasureReport.group.stratifier.stratum.population.subjectResults","MeasureReport.group.stratifier.stratum.population.subjectResults","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/List]]}
","For subject-list reports, the subject results in this population","This element refers to a List of individual level MeasureReport resources, one for each subject in this population in this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.subjectResults",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=SBJ]"
"MeasureReport.group.stratifier.stratum.population.subjectReport","MeasureReport.group.stratifier.stratum.population.subjectReport","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MeasureReport]]}
","For subject-list reports, a subject result in this population","A reference to an individual level MeasureReport resource for a member of the population.","This element SHALL NOT be used in with subjectResults, either systems provide results as a List of MeasureReport, or as references to individual MeasureReports. Note that using this element introduces a constraint on the size of the subject-list MeasureReport; implementations would be free to return a TOO-COSTLY response if a request is made for a subject-list report with too many subjects.","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.subjectReport",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","outboundRelationship[typeCode=SBJ]"
"MeasureReport.group.stratifier.stratum.population.subjects","MeasureReport.group.stratifier.stratum.population.subjects","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Group]]}
","What individual(s) in the population","Optional Group identifying the individuals that make up the population.","Note that this element can only be used for summary and subject-list reports where the basis is of the same type as the populations (e.g. a Patient-based measure, rather than an Encounter-based measure). In addition, the referenced Group SHALL be an actual (as opposed to a definitional) group.","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.subjects",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","FiveWs.subject[x]","participation[typeCode=SBJ]"
"MeasureReport.group.stratifier.stratum.measureScore[x]","MeasureReport.group.stratifier.stratum.measureScore[x]","","","",0,1,"","","","Quantity {[]} {[]}
dateTime {[]} {[]}CodeableConcept {[]} {[]}Period {[]} {[]}Range {[]} {[]}Duration {[]} {[]}","What score this stratum achieved","The measure score for this stratum, calculated as appropriate for the measure type and scoring method, and based on only the members of this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.measureScore[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","value"
"MeasureReport.supplementalData","MeasureReport.supplementalData","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","Additional information collected for the report","A reference to a Resource that represents additional information collected for the report. If the value of the supplemental data is not a Resource (i.e. evaluating the supplementalData expression for this case in the measure results in a value that is not a FHIR Resource), it is reported as a reference to a contained Observation resource.","For individual measure reports, the supplementalData elements represent the direct result of evaluating the supplementalData expression for the subject of the report. For summary reports, supplementalData is reported as references to contained Observation resources that represent the number of times each value appeared as a supplementalData result for members of the population.","","","","","","","","",,,,,"",,,,"MeasureReport.supplementalData",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".targetObservation"
"MeasureReport.evaluatedResource","MeasureReport.evaluatedResource","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","What data was used to calculate the measure score","Evaluated resources are used to capture what data was involved in the calculation of a measure. This usage is only allowed for individual reports to ensure that the size of the MeasureReport resource is bounded.","Evaluated resources are only reported for individual reports.","","","","","","","","",,,,,"",,,,"MeasureReport.evaluatedResource",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",".targetObservation"
